date,station_name_ja,prec_no,block_no,mean_temperature_c,max_temperature_c,min_temperature_c,mean_vapor_pressure_hpa,mean_relative_humidity_pct,min_relative_humidity_pct,thi_daily_mean,temperature_quality_mark,humidity_quality_mark,source_kind,source_url
2024-12-13,千葉,45,47682,6.3,9.7,2.6,4.7,49.0,38.0,47.45,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-14,千葉,45,47682,7.7,12.7,3.3,4.3,43.0,19.0,49.67,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-15,千葉,45,47682,8.2,12.4,2.2,5.5,50.0,32.0,49.85,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-16,千葉,45,47682,9.3,13.7,6.1,5.6,49.0,34.0,51.34,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-17,千葉,45,47682,9.1,14.1,3.8,6.1,54.0,31.0,50.81,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-18,千葉,45,47682,8.2,13.9,4.6,5.6,52.0,26.0,49.73,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-19,千葉,45,47682,5.1,8.0,2.8,5.1,58.0,39.0,45.07,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-20,千葉,45,47682,7.4,11.8,1.1,6.0,58.0,32.0,48.25,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-21,千葉,45,47682,11.9,16.4,4.5,8.6,61.0,38.0,54.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-22,千葉,45,47682,7.8,13.1,3.7,4.5,42.0,27.0,49.86,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-23,千葉,45,47682,6.7,10.3,3.1,4.1,41.0,23.0,48.58,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-24,千葉,45,47682,7.3,12.3,2.6,4.2,44.0,25.0,49.1,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-25,千葉,45,47682,8.5,11.4,4.2,4.8,43.0,30.0,50.65,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-26,千葉,45,47682,10.3,15.7,4.8,6.3,50.0,38.0,52.59,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-27,千葉,45,47682,8.3,11.4,5.8,5.0,45.0,33.0,50.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-28,千葉,45,47682,6.5,10.7,3.6,4.8,50.0,37.0,47.63,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-29,千葉,45,47682,6.1,11.6,1.0,5.1,54.0,33.0,46.78,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-30,千葉,45,47682,6.3,10.0,3.0,4.7,50.0,34.0,47.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2024-12-31,千葉,45,47682,8.8,15.1,3.4,6.3,55.0,34.0,50.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2024&month=12&day=&view=a2
2025-01-01,千葉,45,47682,8.1,12.7,5.3,3.7,35.0,21.0,50.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-02,千葉,45,47682,8.2,13.2,2.9,5.7,52.0,35.0,49.73,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-03,千葉,45,47682,5.3,7.2,3.3,7.1,79.0,63.0,43.44,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-04,千葉,45,47682,5.0,9.2,1.9,4.8,57.0,31.0,45.02,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-05,千葉,45,47682,5.9,11.5,0.6,5.1,55.0,35.0,46.43,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-06,千葉,45,47682,5.9,11.5,2.9,6.4,69.0,45.0,45.24,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-07,千葉,45,47682,9.6,12.9,5.9,7.3,63.0,31.0,51.05,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-08,千葉,45,47682,8.6,11.1,6.7,4.6,41.0,29.0,50.89,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-09,千葉,45,47682,8.4,12.4,4.9,4.9,44.0,24.0,50.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-10,千葉,45,47682,5.9,9.7,2.1,2.8,30.0,21.0,48.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-11,千葉,45,47682,6.9,11.8,2.8,3.7,38.0,25.0,49.05,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-12,千葉,45,47682,5.8,9.1,2.8,6.5,68.0,47.0,45.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-13,千葉,45,47682,7.7,13.5,3.3,4.6,46.0,22.0,49.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-14,千葉,45,47682,7.3,12.3,2.1,5.8,57.0,37.0,48.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-15,千葉,45,47682,8.4,13.9,3.9,6.2,56.0,32.0,49.75,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-16,千葉,45,47682,5.3,7.8,2.5,3.6,40.0,31.0,46.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-17,千葉,45,47682,5.8,10.5,2.5,3.5,39.0,25.0,47.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-18,千葉,45,47682,5.1,9.5,1.8,3.9,46.0,29.0,46.18,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-19,千葉,45,47682,5.9,9.5,0.8,5.6,60.0,42.0,46.0,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-20,千葉,45,47682,10.1,14.3,6.3,8.9,72.0,53.0,51.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-21,千葉,45,47682,9.3,13.3,6.7,7.8,67.0,49.0,50.42,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-22,千葉,45,47682,8.3,13.3,4.3,5.1,49.0,27.0,50.04,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-23,千葉,45,47682,8.4,13.0,4.8,7.0,63.0,50.0,49.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-24,千葉,45,47682,9.2,14.5,4.4,7.6,65.0,42.0,50.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-25,千葉,45,47682,6.4,8.4,4.7,6.7,70.0,50.0,45.91,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-26,千葉,45,47682,6.6,12.3,2.0,4.4,46.0,25.0,48.07,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-27,千葉,45,47682,7.0,9.9,3.3,5.3,53.0,37.0,48.06,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-28,千葉,45,47682,8.8,14.0,4.8,6.2,55.0,42.0,50.35,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-29,千葉,45,47682,8.4,11.0,5.7,4.5,40.0,29.0,50.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-30,千葉,45,47682,7.2,10.8,2.8,4.1,41.0,21.0,49.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-01-31,千葉,45,47682,7.5,11.7,3.5,3.5,35.0,23.0,49.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=1&day=&view=a2
2025-02-01,千葉,45,47682,7.6,11.9,2.2,4.9,47.0,31.0,49.27,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-02,千葉,45,47682,5.6,9.2,4.2,7.7,85.0,52.0,43.39,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-03,千葉,45,47682,7.0,10.1,4.6,7.3,73.0,62.0,46.59,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-04,千葉,45,47682,7.2,11.6,4.2,4.9,50.0,21.0,48.55,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-05,千葉,45,47682,5.0,9.0,2.0,3.5,41.0,25.0,46.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-06,千葉,45,47682,5.5,8.7,3.1,3.8,42.0,25.0,47.04,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-07,千葉,45,47682,5.7,9.7,1.6,3.6,39.0,23.0,47.54,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-08,千葉,45,47682,5.0,9.4,0.8,3.2,38.0,23.0,46.8,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-09,千葉,45,47682,5.9,11.2,2.8,3.0,33.0,18.0,48.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-10,千葉,45,47682,5.8,9.9,1.0,3.4,38.0,22.0,47.75,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-11,千葉,45,47682,5.7,10.8,1.2,3.5,40.0,23.0,47.45,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-12,千葉,45,47682,7.6,13.3,0.5,6.3,57.0,39.0,48.59,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-13,千葉,45,47682,8.6,13.2,4.3,5.3,45.0,23.0,50.66,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-14,千葉,45,47682,8.7,13.3,4.4,4.3,38.0,23.0,51.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-15,千葉,45,47682,9.3,13.7,3.4,5.9,50.0,30.0,51.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-16,千葉,45,47682,11.6,16.0,7.9,8.7,64.0,36.0,53.89,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-17,千葉,45,47682,9.7,14.2,4.8,5.9,48.0,26.0,51.9,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-18,千葉,45,47682,5.5,9.8,2.9,2.5,28.0,18.0,48.28,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-19,千葉,45,47682,4.2,8.6,1.3,2.6,32.0,18.0,46.46,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-20,千葉,45,47682,5.1,9.5,1.2,2.5,29.0,17.0,47.75,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-21,千葉,45,47682,5.9,10.7,1.7,2.5,27.0,16.0,48.8,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-22,千葉,45,47682,4.9,9.2,1.5,2.8,33.0,17.0,47.15,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-23,千葉,45,47682,5.7,10.1,1.7,2.4,27.0,13.0,48.58,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-24,千葉,45,47682,5.2,10.4,0.4,2.9,35.0,19.0,47.31,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-25,千葉,45,47682,7.4,12.4,1.9,4.7,45.0,24.0,49.16,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-26,千葉,45,47682,11.5,16.2,8.4,5.3,39.0,20.0,54.48,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-27,千葉,45,47682,10.8,15.3,6.5,5.0,39.0,20.0,53.64,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-02-28,千葉,45,47682,11.2,15.6,6.1,7.8,59.0,44.0,53.48,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=2&day=&view=a2
2025-03-01,千葉,45,47682,13.3,20.5,7.5,9.8,66.0,34.0,56.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-02,千葉,45,47682,14.5,20.8,9.4,10.7,67.0,29.0,58.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-03,千葉,45,47682,6.7,14.5,2.5,8.4,83.0,60.0,45.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-04,千葉,45,47682,2.9,6.2,1.3,5.6,74.0,59.0,40.19,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-05,千葉,45,47682,5.8,8.6,1.5,8.9,95.0,87.0,42.87,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-06,千葉,45,47682,9.7,12.6,5.9,7.0,60.0,33.0,51.34,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-07,千葉,45,47682,7.3,11.7,3.1,4.0,40.0,20.0,49.38,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-08,千葉,45,47682,3.7,7.3,1.1,5.1,64.0,44.0,42.49,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-09,千葉,45,47682,7.0,13.0,1.7,6.4,66.0,36.0,47.11,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-10,千葉,45,47682,8.6,13.5,3.3,5.1,46.0,18.0,50.6,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-11,千葉,45,47682,11.1,14.2,7.5,8.7,65.0,54.0,53.14,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-12,千葉,45,47682,13.4,16.1,10.1,14.1,91.0,82.0,56.21,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-13,千葉,45,47682,14.7,19.3,11.3,12.6,76.0,59.0,58.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-14,千葉,45,47682,12.8,17.7,8.6,5.5,38.0,16.0,56.05,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-15,千葉,45,47682,9.2,12.4,7.0,5.5,48.0,28.0,51.26,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-16,千葉,45,47682,7.1,8.4,5.7,9.4,93.0,71.0,45.29,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-17,千葉,45,47682,10.8,16.4,7.5,7.5,59.0,25.0,52.92,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-18,千葉,45,47682,9.0,13.2,6.0,5.8,51.0,28.0,50.84,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-19,千葉,45,47682,7.0,10.9,2.5,7.3,74.0,42.0,46.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-20,千葉,45,47682,8.0,13.3,4.2,6.4,59.0,42.0,49.02,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-21,千葉,45,47682,11.1,16.2,4.5,8.5,65.0,45.0,53.14,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-22,千葉,45,47682,16.3,20.7,11.4,10.0,55.0,40.0,60.51,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-23,千葉,45,47682,17.3,22.1,12.7,10.8,56.0,36.0,61.9,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-24,千葉,45,47682,14.7,19.3,10.1,12.5,75.0,59.0,58.4,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-25,千葉,45,47682,17.4,22.7,11.3,12.8,66.0,42.0,62.33,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-26,千葉,45,47682,19.8,25.9,14.7,11.6,53.0,15.0,65.15,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-27,千葉,45,47682,17.8,22.6,12.3,14.6,71.0,54.0,63.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-28,千葉,45,47682,19.8,22.8,14.4,18.2,79.0,64.0,66.53,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-29,千葉,45,47682,7.8,14.5,4.9,9.1,84.0,69.0,47.09,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-30,千葉,45,47682,9.3,13.6,5.4,7.7,66.0,37.0,50.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-03-31,千葉,45,47682,7.4,8.8,6.5,6.4,62.0,52.0,47.97,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=3&day=&view=a2
2025-04-01,千葉,45,47682,6.6,9.5,4.9,8.9,91.0,74.0,44.58,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-02,千葉,45,47682,10.4,13.7,8.3,11.5,91.0,81.0,51.08,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-03,千葉,45,47682,8.7,9.6,7.9,9.9,88.0,82.0,48.34,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-04,千葉,45,47682,11.8,18.0,6.2,8.1,62.0,27.0,54.23,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-05,千葉,45,47682,12.1,16.2,7.0,8.7,60.0,42.0,54.71,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-06,千葉,45,47682,15.2,18.5,12.6,12.8,74.0,57.0,59.17,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-07,千葉,45,47682,14.2,18.5,11.2,11.5,72.0,44.0,57.63,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-08,千葉,45,47682,15.4,20.5,8.8,10.9,63.0,42.0,59.37,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-09,千葉,45,47682,16.2,22.8,11.2,9.3,54.0,16.0,60.36,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-10,千葉,45,47682,17.1,21.9,13.1,13.2,68.0,46.0,61.94,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-11,千葉,45,47682,16.7,18.7,14.0,14.4,76.0,62.0,61.52,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-12,千葉,45,47682,14.1,18.9,11.4,11.8,74.0,53.0,57.47,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
2025-04-13,千葉,45,47682,13.3,14.6,11.3,13.4,87.0,78.0,56.09,,,official_observation,https://www.data.jma.go.jp/stats/etrn/view/daily_s1.php?prec_no=45&block_no=47682&year=2025&month=4&day=&view=a2
